,datetime,Soma_Volumes,close,M,produto,submercado,expiracao,H,h,h_cresc
397,2022-01-24,47.0,65.97765957446808,0,SE CON MEN JAN/22,SE,2022-02-01,87,4,82
398,2022-01-25,28.0,65.5,0,SE CON MEN JAN/22,SE,2022-02-01,87,3,83
399,2022-01-26,40.0,65.005,0,SE CON MEN JAN/22,SE,2022-02-01,87,2,84
400,2022-01-27,68.75,65.6044,0,SE CON MEN JAN/22,SE,2022-02-01,87,1,85
401,2022-01-31,1.9,65.0,0,SE CON MEN JAN/22,SE,2022-02-01,87,0,86
402,2022-02-17,5.0,201.0,11,SE CON MEN JAN/23,SE,2023-02-01,128,127,0
403,2022-03-09,6.0,210.8333333333333,10,SE CON MEN JAN/23,SE,2023-02-01,128,126,1
404,2022-03-21,3.0,212.0,10,SE CON MEN JAN/23,SE,2023-02-01,128,125,2
405,2022-04-05,1.0,195.0,9,SE CON MEN JAN/23,SE,2023-02-01,128,124,3
406,2022-04-07,30.0,196.0,9,SE CON MEN JAN/23,SE,2023-02-01,128,123,4
407,2022-04-19,2.0,189.5,9,SE CON MEN JAN/23,SE,2023-02-01,128,122,5
408,2022-04-20,1.0,189.0,9,SE CON MEN JAN/23,SE,2023-02-01,128,121,6
409,2022-04-25,19.0,180.4736842105264,9,SE CON MEN JAN/23,SE,2023-02-01,128,120,7
410,2022-05-03,10.0,178.0,8,SE CON MEN JAN/23,SE,2023-02-01,128,119,8
411,2022-05-09,1.0,193.0,8,SE CON MEN JAN/23,SE,2023-02-01,128,118,9
412,2022-05-13,6.0,204.0,8,SE CON MEN JAN/23,SE,2023-02-01,128,117,10
413,2022-06-13,3.0,172.0,7,SE CON MEN JAN/23,SE,2023-02-01,128,116,11
414,2022-06-14,5.0,168.0,7,SE CON MEN JAN/23,SE,2023-02-01,128,115,12
415,2022-06-15,4.0,163.0,7,SE CON MEN JAN/23,SE,2023-02-01,128,114,13
416,2022-06-27,3.0,163.0,7,SE CON MEN JAN/23,SE,2023-02-01,128,113,14
417,2022-06-28,23.0,160.8695652173913,7,SE CON MEN JAN/23,SE,2023-02-01,128,112,15
418,2022-06-29,18.0,160.0,7,SE CON MEN JAN/23,SE,2023-02-01,128,111,16
419,2022-06-30,10.0,158.0,7,SE CON MEN JAN/23,SE,2023-02-01,128,110,17
420,2022-07-04,1.0,170.0,6,SE CON MEN JAN/23,SE,2023-02-01,128,109,18
421,2022-07-05,3.0,170.0,6,SE CON MEN JAN/23,SE,2023-02-01,128,108,19
422,2022-07-06,3.0,165.0,6,SE CON MEN JAN/23,SE,2023-02-01,128,107,20
423,2022-07-07,2.0,154.0,6,SE CON MEN JAN/23,SE,2023-02-01,128,106,21
424,2022-07-08,5.0,157.3,6,SE CON MEN JAN/23,SE,2023-02-01,128,105,22
425,2022-07-13,12.0,168.875,6,SE CON MEN JAN/23,SE,2023-02-01,128,104,23
426,2022-07-14,1.0,169.0,6,SE CON MEN JAN/23,SE,2023-02-01,128,103,24
427,2022-07-19,4.0,179.75,6,SE CON MEN JAN/23,SE,2023-02-01,128,102,25
428,2022-07-25,3.0,157.0,6,SE CON MEN JAN/23,SE,2023-02-01,128,101,26
429,2022-07-29,3.0,159.0,6,SE CON MEN JAN/23,SE,2023-02-01,128,100,27
430,2022-08-01,30.0,155.33333333333334,5,SE CON MEN JAN/23,SE,2023-02-01,128,99,28
431,2022-08-02,4.0,159.0,5,SE CON MEN JAN/23,SE,2023-02-01,128,98,29
432,2022-08-03,9.0,163.22222222222223,5,SE CON MEN JAN/23,SE,2023-02-01,128,97,30
433,2022-08-04,14.0,163.0,5,SE CON MEN JAN/23,SE,2023-02-01,128,96,31
434,2022-08-05,4.0,160.75,5,SE CON MEN JAN/23,SE,2023-02-01,128,95,32
435,2022-08-08,1.0,154.5,5,SE CON MEN JAN/23,SE,2023-02-01,128,94,33
436,2022-08-11,7.0,156.0,5,SE CON MEN JAN/23,SE,2023-02-01,128,93,34
437,2022-08-15,2.0,150.0,5,SE CON MEN JAN/23,SE,2023-02-01,128,92,35
438,2022-08-16,28.0,147.60714285714286,5,SE CON MEN JAN/23,SE,2023-02-01,128,91,36
439,2022-08-17,10.0,147.0,5,SE CON MEN JAN/23,SE,2023-02-01,128,90,37
440,2022-08-18,12.0,143.58333333333334,5,SE CON MEN JAN/23,SE,2023-02-01,128,89,38
441,2022-08-19,5.0,140.0,5,SE CON MEN JAN/23,SE,2023-02-01,128,88,39
442,2022-08-22,10.0,138.5,5,SE CON MEN JAN/23,SE,2023-02-01,128,87,40
443,2022-08-23,19.5,139.10256410256412,5,SE CON MEN JAN/23,SE,2023-02-01,128,86,41
444,2022-08-25,72.0,140.68055555555554,5,SE CON MEN JAN/23,SE,2023-02-01,128,85,42
445,2022-08-29,3.0,133.5,5,SE CON MEN JAN/23,SE,2023-02-01,128,84,43
446,2022-08-31,3.0,135.0,5,SE CON MEN JAN/23,SE,2023-02-01,128,83,44
447,2022-09-01,12.0,131.66666666666666,4,SE CON MEN JAN/23,SE,2023-02-01,128,82,45
448,2022-09-02,23.0,122.43478260869566,4,SE CON MEN JAN/23,SE,2023-02-01,128,81,46
449,2022-09-05,48.0,116.88541666666669,4,SE CON MEN JAN/23,SE,2023-02-01,128,80,47
450,2022-09-06,81.5,117.61656441717793,4,SE CON MEN JAN/23,SE,2023-02-01,128,79,48
451,2022-09-08,3.1,114.83870967741936,4,SE CON MEN JAN/23,SE,2023-02-01,128,78,49
452,2022-09-09,5.0,116.0,4,SE CON MEN JAN/23,SE,2023-02-01,128,77,50
453,2022-09-12,15.0,117.66666666666669,4,SE CON MEN JAN/23,SE,2023-02-01,128,76,51
454,2022-09-13,24.0,115.47916666666669,4,SE CON MEN JAN/23,SE,2023-02-01,128,75,52
455,2022-09-14,23.1,111.29004329004329,4,SE CON MEN JAN/23,SE,2023-02-01,128,74,53
456,2022-09-15,108.2,110.09935304990758,4,SE CON MEN JAN/23,SE,2023-02-01,128,73,54
457,2022-09-16,66.3,111.86274509803924,4,SE CON MEN JAN/23,SE,2023-02-01,128,72,55
458,2022-09-19,172.187,102.6966205346513,4,SE CON MEN JAN/23,SE,2023-02-01,128,71,56
459,2022-09-20,174.0,94.43103448275862,4,SE CON MEN JAN/23,SE,2023-02-01,128,70,57
460,2022-09-21,63.0,92.1547619047619,4,SE CON MEN JAN/23,SE,2023-02-01,128,69,58
461,2022-09-22,17.6,92.6556818181818,4,SE CON MEN JAN/23,SE,2023-02-01,128,68,59
462,2022-09-23,68.0,90.38235294117646,4,SE CON MEN JAN/23,SE,2023-02-01,128,67,60
463,2022-09-26,63.4,90.2466876971609,4,SE CON MEN JAN/23,SE,2023-02-01,128,66,61
464,2022-09-27,83.5,85.12768862275449,4,SE CON MEN JAN/23,SE,2023-02-01,128,65,62
465,2022-09-28,61.5,80.45230894308943,4,SE CON MEN JAN/23,SE,2023-02-01,128,64,63
466,2022-09-29,47.0,78.0563829787234,4,SE CON MEN JAN/23,SE,2023-02-01,128,63,64
467,2022-09-30,56.5,74.58424778761062,4,SE CON MEN JAN/23,SE,2023-02-01,128,62,65
468,2022-10-03,32.0,74.146875,3,SE CON MEN JAN/23,SE,2023-02-01,128,61,66
469,2022-10-04,21.0,74.9047619047619,3,SE CON MEN JAN/23,SE,2023-02-01,128,60,67
470,2022-10-05,129.2,70.12925696594428,3,SE CON MEN JAN/23,SE,2023-02-01,128,59,68
471,2022-10-06,158.5,67.0031545741325,3,SE CON MEN JAN/23,SE,2023-02-01,128,58,69
472,2022-10-07,15.6,68.04807692307692,3,SE CON MEN JAN/23,SE,2023-02-01,128,57,70
473,2022-10-10,12.2,66.67213114754098,3,SE CON MEN JAN/23,SE,2023-02-01,128,56,71
474,2022-10-11,44.5,65.20224719101124,3,SE CON MEN JAN/23,SE,2023-02-01,128,55,72
475,2022-10-13,18.7,63.05347593582887,3,SE CON MEN JAN/23,SE,2023-02-01,128,54,73
476,2022-10-14,0.3,63.0,3,SE CON MEN JAN/23,SE,2023-02-01,128,53,74
477,2022-10-17,13.0,64.25384615384615,3,SE CON MEN JAN/23,SE,2023-02-01,128,52,75
478,2022-10-18,4.0,65.68625,3,SE CON MEN JAN/23,SE,2023-02-01,128,51,76
479,2022-10-19,16.2,66.31666666666666,3,SE CON MEN JAN/23,SE,2023-02-01,128,50,77
480,2022-10-20,4.8,68.0625,3,SE CON MEN JAN/23,SE,2023-02-01,128,49,78
481,2022-10-21,4.0,66.0,3,SE CON MEN JAN/23,SE,2023-02-01,128,48,79
482,2022-10-24,12.0,66.41666666666667,3,SE CON MEN JAN/23,SE,2023-02-01,128,47,80
483,2022-10-25,18.0,66.97222222222223,3,SE CON MEN JAN/23,SE,2023-02-01,128,46,81
484,2022-10-26,87.0,65.03091954022989,3,SE CON MEN JAN/23,SE,2023-02-01,128,45,82
485,2022-10-27,16.0,64.03125,3,SE CON MEN JAN/23,SE,2023-02-01,128,44,83
486,2022-10-28,6.0,64.0,3,SE CON MEN JAN/23,SE,2023-02-01,128,43,84
487,2022-10-31,11.0,63.13636363636363,3,SE CON MEN JAN/23,SE,2023-02-01,128,42,85
488,2022-11-01,29.0,62.4448275862069,2,SE CON MEN JAN/23,SE,2023-02-01,128,41,86
489,2022-11-03,72.6,63.2542699724518,2,SE CON MEN JAN/23,SE,2023-02-01,128,40,87
490,2022-11-04,22.8,63.14035087719298,2,SE CON MEN JAN/23,SE,2023-02-01,128,39,88
491,2022-11-07,60.0,62.94666666666667,2,SE CON MEN JAN/23,SE,2023-02-01,128,38,89
492,2022-11-08,126.5,60.98418972332016,2,SE CON MEN JAN/23,SE,2023-02-01,128,37,90
493,2022-11-09,123.3,61.67356042173561,2,SE CON MEN JAN/23,SE,2023-02-01,128,36,91
494,2022-11-10,15.0,62.16666666666666,2,SE CON MEN JAN/23,SE,2023-02-01,128,35,92
495,2022-11-14,2.0,63.0,2,SE CON MEN JAN/23,SE,2023-02-01,128,34,93
496,2022-11-16,69.8,62.14326647564471,2,SE CON MEN JAN/23,SE,2023-02-01,128,33,94
497,2022-11-17,15.0,62.9,2,SE CON MEN JAN/23,SE,2023-02-01,128,32,95
498,2022-11-18,66.0,62.56818181818182,2,SE CON MEN JAN/23,SE,2023-02-01,128,31,96
499,2022-11-21,39.0,62.44871794871795,2,SE CON MEN JAN/23,SE,2023-02-01,128,30,97
500,2022-11-22,8.0,61.8125,2,SE CON MEN JAN/23,SE,2023-02-01,128,29,98
501,2022-11-29,15.0,62.06666666666667,2,SE CON MEN JAN/23,SE,2023-02-01,128,28,99
502,2022-11-30,49.9,61.39478957915831,2,SE CON MEN JAN/23,SE,2023-02-01,128,27,100
503,2022-12-01,1.0,62.0,1,SE CON MEN JAN/23,SE,2023-02-01,128,26,101
504,2022-12-02,10.0,61.5,1,SE CON MEN JAN/23,SE,2023-02-01,128,25,102
505,2022-12-05,7.0,62.51428571428572,1,SE CON MEN JAN/23,SE,2023-02-01,128,24,103
506,2022-12-06,119.0,61.15546218487395,1,SE CON MEN JAN/23,SE,2023-02-01,128,23,104
507,2022-12-08,297.8,66.77693082605776,1,SE CON MEN JAN/23,SE,2023-02-01,128,22,105
508,2022-12-09,10.0,69.0,1,SE CON MEN JAN/23,SE,2023-02-01,128,21,106
509,2022-12-12,7.0,69.83571428571429,1,SE CON MEN JAN/23,SE,2023-02-01,128,20,107
510,2022-12-13,59.9212903225806,68.88599560714054,1,SE CON MEN JAN/23,SE,2023-02-01,128,19,108
511,2022-12-14,4.0,69.0,1,SE CON MEN JAN/23,SE,2023-02-01,128,18,109
512,2022-12-15,7.0,69.07142857142857,1,SE CON MEN JAN/23,SE,2023-02-01,128,17,110
513,2022-12-16,2.9,69.0,1,SE CON MEN JAN/23,SE,2023-02-01,128,16,111
514,2022-12-19,18.0,68.08888888888889,1,SE CON MEN JAN/23,SE,2023-02-01,128,15,112
515,2022-12-21,2.0,69.04,1,SE CON MEN JAN/23,SE,2023-02-01,128,14,113
516,2022-12-23,24.4,68.4,1,SE CON MEN JAN/23,SE,2023-02-01,128,13,114
517,2022-12-26,5.0,68.5,1,SE CON MEN JAN/23,SE,2023-02-01,128,12,115
518,2022-12-27,140.0,68.21571428571428,1,SE CON MEN JAN/23,SE,2023-02-01,128,11,116
519,2023-01-02,21.0,68.8047619047619,0,SE CON MEN JAN/23,SE,2023-02-01,128,10,117
520,2023-01-05,70.0,68.81428571428572,0,SE CON MEN JAN/23,SE,2023-02-01,128,9,118
521,2023-01-06,40.0,68.575,0,SE CON MEN JAN/23,SE,2023-02-01,128,8,119
522,2023-01-09,71.4,68.70098039215685,0,SE CON MEN JAN/23,SE,2023-02-01,128,7,120
523,2023-01-10,89.5,68.9363687150838,0,SE CON MEN JAN/23,SE,2023-02-01,128,6,121
524,2023-01-11,51.0,68.68137254901961,0,SE CON MEN JAN/23,SE,2023-02-01,128,5,122
525,2023-01-12,22.0,69.07272727272726,0,SE CON MEN JAN/23,SE,2023-02-01,128,4,123
526,2023-01-16,3.0,68.74,0,SE CON MEN JAN/23,SE,2023-02-01,128,3,124
527,2023-01-20,17.0,68.82941176470588,0,SE CON MEN JAN/23,SE,2023-02-01,128,2,125
528,2023-01-23,2.0,68.6,0,SE CON MEN JAN/23,SE,2023-02-01,128,1,126
529,2023-01-26,25.0,68.93719999999999,0,SE CON MEN JAN/23,SE,2023-02-01,128,0,127
530,2023-02-07,107.526882,86.525,11,SE CON MEN JAN/24,SE,2024-02-01,61,60,0
531,2023-10-06,5.0,78.0,3,SE CON MEN JAN/24,SE,2024-02-01,61,59,1
532,2023-10-11,10.0,79.0,3,SE CON MEN JAN/24,SE,2024-02-01,61,58,2
533,2023-10-16,15.0,73.0,3,SE CON MEN JAN/24,SE,2024-02-01,61,57,3
534,2023-10-17,6.0,73.63333333333333,3,SE CON MEN JAN/24,SE,2024-02-01,61,56,4
535,2023-10-19,27.2,72.45588235294117,3,SE CON MEN JAN/24,SE,2024-02-01,61,55,5
536,2023-10-25,6.0,75.0,3,SE CON MEN JAN/24,SE,2024-02-01,61,54,6
537,2023-10-27,10.0,75.0,3,SE CON MEN JAN/24,SE,2024-02-01,61,53,7
538,2023-10-31,12.0,73.08333333333333,3,SE CON MEN JAN/24,SE,2024-02-01,61,52,8
539,2023-11-01,12.0,72.79166666666667,2,SE CON MEN JAN/24,SE,2024-02-01,61,51,9
540,2023-11-03,28.0,71.42857142857143,2,SE CON MEN JAN/24,SE,2024-02-01,61,50,10
541,2023-11-08,6.0,77.0,2,SE CON MEN JAN/24,SE,2024-02-01,61,49,11
542,2023-11-10,10.0,77.7,2,SE CON MEN JAN/24,SE,2024-02-01,61,48,12
543,2023-11-16,30.0,76.33333333333333,2,SE CON MEN JAN/24,SE,2024-02-01,61,47,13
544,2023-11-17,46.0,77.51086956521739,2,SE CON MEN JAN/24,SE,2024-02-01,61,46,14
545,2023-11-21,46.5,77.87956989247311,2,SE CON MEN JAN/24,SE,2024-02-01,61,45,15
546,2023-11-22,24.0,77.0125,2,SE CON MEN JAN/24,SE,2024-02-01,61,44,16
547,2023-11-23,19.0,72.76894736842105,2,SE CON MEN JAN/24,SE,2024-02-01,61,43,17
548,2023-11-24,15.0,74.6,2,SE CON MEN JAN/24,SE,2024-02-01,61,42,18
549,2023-11-27,10.0,74.1,2,SE CON MEN JAN/24,SE,2024-02-01,61,41,19
550,2023-11-28,54.0,73.65277777777777,2,SE CON MEN JAN/24,SE,2024-02-01,61,40,20
551,2023-11-29,8.0,71.92125,2,SE CON MEN JAN/24,SE,2024-02-01,61,39,21
552,2023-11-30,5.0,72.22,2,SE CON MEN JAN/24,SE,2024-02-01,61,38,22
553,2023-12-01,10.0,71.2,1,SE CON MEN JAN/24,SE,2024-02-01,61,37,23
554,2023-12-05,5.0,71.702,1,SE CON MEN JAN/24,SE,2024-02-01,61,36,24
555,2023-12-06,70.0,72.20214285714285,1,SE CON MEN JAN/24,SE,2024-02-01,61,35,25
556,2023-12-07,81.1,72.00556103575832,1,SE CON MEN JAN/24,SE,2024-02-01,61,34,26
557,2023-12-08,19.0,70.63157894736842,1,SE CON MEN JAN/24,SE,2024-02-01,61,33,27
558,2023-12-11,103.6,71.90299227799228,1,SE CON MEN JAN/24,SE,2024-02-01,61,32,28
559,2023-12-12,172.4,74.82267981438517,1,SE CON MEN JAN/24,SE,2024-02-01,61,31,29
560,2023-12-13,80.5,73.74844720496894,1,SE CON MEN JAN/24,SE,2024-02-01,61,30,30
561,2023-12-15,5.0,73.0,1,SE CON MEN JAN/24,SE,2024-02-01,61,29,31
562,2023-12-18,214.5,76.54778554778555,1,SE CON MEN JAN/24,SE,2024-02-01,61,28,32
563,2023-12-19,280.3,71.331858722797,1,SE CON MEN JAN/24,SE,2024-02-01,61,27,33
564,2023-12-20,48.0,72.80520833333334,1,SE CON MEN JAN/24,SE,2024-02-01,61,26,34
565,2023-12-21,45.5,72.04395604395604,1,SE CON MEN JAN/24,SE,2024-02-01,61,25,35
566,2023-12-22,72.0,73.30513888888889,1,SE CON MEN JAN/24,SE,2024-02-01,61,24,36
567,2023-12-26,17.0,73.08823529411765,1,SE CON MEN JAN/24,SE,2024-02-01,61,23,37
568,2023-12-27,47.2,73.31779661016948,1,SE CON MEN JAN/24,SE,2024-02-01,61,22,38
569,2023-12-28,76.8,72.294921875,1,SE CON MEN JAN/24,SE,2024-02-01,61,21,39
570,2023-12-29,22.0,71.3409090909091,1,SE CON MEN JAN/24,SE,2024-02-01,61,20,40
571,2024-01-02,116.0,68.37155172413793,0,SE CON MEN JAN/24,SE,2024-02-01,61,19,41
572,2024-01-03,118.0,68.24152542372882,0,SE CON MEN JAN/24,SE,2024-02-01,61,18,42
573,2024-01-04,20.0,68.16499999999999,0,SE CON MEN JAN/24,SE,2024-02-01,61,17,43
574,2024-01-08,70.5,68.35957446808511,0,SE CON MEN JAN/24,SE,2024-02-01,61,16,44
575,2024-01-09,173.3,65.89815349105596,0,SE CON MEN JAN/24,SE,2024-02-01,61,15,45
576,2024-01-10,132.1,64.6451930355791,0,SE CON MEN JAN/24,SE,2024-02-01,61,14,46
577,2024-01-11,194.0,64.51427835051545,0,SE CON MEN JAN/24,SE,2024-02-01,61,13,47
578,2024-01-12,27.0,64.56148148148148,0,SE CON MEN JAN/24,SE,2024-02-01,61,12,48
579,2024-01-15,152.8,64.65202879581152,0,SE CON MEN JAN/24,SE,2024-02-01,61,11,49
580,2024-01-16,140.7,64.08658848614071,0,SE CON MEN JAN/24,SE,2024-02-01,61,10,50
581,2024-01-17,67.5,63.6902962962963,0,SE CON MEN JAN/24,SE,2024-02-01,61,9,51
582,2024-01-18,32.0,62.54375,0,SE CON MEN JAN/24,SE,2024-02-01,61,8,52
583,2024-01-19,100.0,62.1275,0,SE CON MEN JAN/24,SE,2024-02-01,61,7,53
584,2024-01-22,1.0,63.0,0,SE CON MEN JAN/24,SE,2024-02-01,61,6,54
585,2024-01-23,41.0,62.08902439024391,0,SE CON MEN JAN/24,SE,2024-02-01,61,5,55
586,2024-01-24,37.0,61.9945945945946,0,SE CON MEN JAN/24,SE,2024-02-01,61,4,56
587,2024-01-25,2.0,62.0,0,SE CON MEN JAN/24,SE,2024-02-01,61,3,57
588,2024-01-29,47.3,62.087315010570826,0,SE CON MEN JAN/24,SE,2024-02-01,61,2,58
589,2024-01-30,5.0,62.0,0,SE CON MEN JAN/24,SE,2024-02-01,61,1,59
590,2024-01-31,29.0,63.554827586206905,0,SE CON MEN JAN/24,SE,2024-02-01,61,0,60
591,2024-05-10,8.0,135.125,8,SE CON MEN JAN/25,SE,2025-02-01,10,9,0
592,2024-06-05,30.0,160.0,7,SE CON MEN JAN/25,SE,2025-02-01,10,8,1
593,2024-06-26,300.0,182.0,7,SE CON MEN JAN/25,SE,2025-02-01,10,7,2
594,2024-07-05,200.0,180.6,6,SE CON MEN JAN/25,SE,2025-02-01,10,6,3
595,2024-07-10,200.0,181.0,6,SE CON MEN JAN/25,SE,2025-02-01,10,5,4
596,2024-07-11,1.0,188.0,6,SE CON MEN JAN/25,SE,2025-02-01,10,4,5
597,2024-07-12,61.0,185.5,6,SE CON MEN JAN/25,SE,2025-02-01,10,3,6
598,2024-07-15,140.0,183.5,6,SE CON MEN JAN/25,SE,2025-02-01,10,2,7
599,2024-07-26,81.0,150.83333333333334,6,SE CON MEN JAN/25,SE,2025-02-01,10,1,8
600,2024-08-01,1.0,170.0,5,SE CON MEN JAN/25,SE,2025-02-01,10,0,9
